Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.104-23.54.89.172-40474-443-6,192.168.0.104,40474,23.54.89.172,443,6,14/09/2020 10:36:42 AM,94240629,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427794226628093,1.5706771499999998E7,2.325250453700578E7,4.639799E7,320816.0,9.4240629E7,3.1413543E7,2.532919660212165E7,4.6719954E7,2176697.0,9.2063283E7,4.60316415E7,971797.3554813267,4.6718806E7,4.5344477E7,0,0,0,0,128,96,0.04244453843787482,0.03183340382840611,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5378,256,0,32,0,0,0,0,1.6000591487653348E15,3.719575442331902E7,1.600059193971958E15,1.600059102871622E15,No Label
23.54.89.172-192.168.0.104-443-40474-6,23.54.89.172,443,192.168.0.104,40474,6,14/09/2020 10:38:16 AM,57,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,421052.63157894736,52631.57894736842,28.5,17.67766952966369,41.0,16.0,57.0,57.0,0.0,57.0,57.0,0,0,0,0,0,1,0,0,0,64,20,35087.71929824561,17543.859649122805,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,2,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,8,0,0,256,0,0,32,0,0,0,0,0,0,0,0,No Label
23.54.89.172-192.168.0.104-443-40476-6,23.54.89.172,443,192.168.0.104,40476,6,14/09/2020 10:38:16 AM,59,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,406779.66101694916,50847.457627118645,29.5,19.091883092036785,43.0,16.0,59.0,59.0,0.0,59.0,59.0,0,0,0,0,0,1,0,0,0,64,20,33898.30508474576,16949.15254237288,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,2,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,8,0,0,260,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.0.104-18.200.1.23-44654-443-6,192.168.0.104,44654,18.200.1.23,443,6,14/09/2020 10:38:08 AM,10798128,11,6,824.0,6305.0,434.0,0.0,74.90909090909092,137.68329931074032,5289.0,0.0,1050.8333333333333,2111.011266352377,660.2070284775286,1.5743469608806266,674883.0,2476955.9759705868,9958141.0,18.0,1.0798128E7,1079812.8,3121159.1398814856,9958141.0,73.0,604658.0,120931.6,110480.59207752283,206385.0,29.0,0,0,0,0,360,200,1.018695092334523,0.5556518685461035,0.0,5289.0,396.05555555555566,1244.639303867601,1549126.9967320266,1,2,0,9,16,0,0,0,0.0,419.3529411764706,74.9090909090909,1050.8333333333333,0,0,0,0,8,11949,0,48,0,370,64240,114,6,32,0,0,0,0,1.6000591894025592E15,2769553.4472563206,1.600059198999299E15,1.600059188244947E15,No Label
192.168.0.104-52.114.3.80-60699-3480-17,192.168.0.104,60699,52.114.3.80,3480,17,14/09/2020 10:36:25 AM,119987790,2131,1683,72658.0,722386.0,100.0,22.0,34.09572970436416,13.578436217503906,522.0,42.0,429.2251931075457,173.48760377440297,6626.040866324815,31.78656761658832,31468.080251770272,25087.569696230676,114552.0,4.0,1.19902747E8,56292.36948356807,35124.41062972565,114552.0,57.0,1.19927689E8,71300.64744351976,124462.4591313316,2176433.0,4.0,0,0,0,0,17048,13464,17.76014042762184,14.026427188966476,22.0,522.0,208.40969855832222,227.7656321266858,51877.18317806877,0,0,0,0,0,0,0,0,0.0,208.46434189826954,34.095729704364146,429.22519310754603,0,0,0,0,3814,6626,0,19,0,189,0,0,2130,8,0,0,0,0,1.6000591417153992E15,3.368878682210395E7,1.600059205081862E15,1.600059085115591E15,No Label
192.168.0.104-52.114.4.33-60699-3478-17,192.168.0.104,60699,52.114.4.33,3478,17,14/09/2020 10:36:26 AM,111491708,13,13,408.0,428.0,168.0,20.0,31.38461538461538,41.04781452066696,44.0,32.0,32.92307692307692,3.328201177351375,7.498315480107274,0.23320119914209225,4459668.32,4895587.704309146,1.0001489E7,111321.0,1.11379071E8,9281589.249999998,2449420.4124238384,1.0189196E7,1654627.0,1.11377615E8,9281467.916666666,2452514.0278392425,1.0189367E7,1642008.0,0,0,0,0,104,104,0.11660059957104613,0.11660059957104613,20.0,168.0,31.703703703703702,28.08615154897354,788.8319088319088,0,0,0,0,0,0,0,0,1.0,32.92307692307692,31.384615384615383,32.92307692307692,0,0,0,0,0,0,0,15,0,16,0,0,12,8,0,0,0,0,1.6000591386848598E15,3.3375560483832795E7,1.600059197278142E15,1.600059086238127E15,No Label
192.168.0.104-52.22.132.36-50456-443-6,192.168.0.104,50456,52.22.132.36,443,6,14/09/2020 10:37:19 AM,68760730,8,6,655.0,5621.0,529.0,0.0,81.875,185.96807521722647,5278.0,0.0,936.8333333333334,2129.374595196126,91.27302749694485,0.2036045865132613,5289286.923076923,1.3406943217111912E7,4.5001506E7,18.0,6.876073E7,9822961.42857143,1.7616283678439517E7,4.5001506E7,182.0,4.6139333E7,9227866.6,2.0209901573971454E7,4.5378838E7,25.0,0,0,0,0,264,200,0.11634547800757788,0.08725910850568341,0.0,5278.0,418.4,1352.4306055606487,1829068.5428571429,1,2,0,5,13,0,0,0,0.0,448.2857142857143,81.875,936.8333333333334,0,0,0,0,5,8254,0,46,0,401,64240,110,2,32,0,0,0,0,1.4667208843452522E15,4.618972826051436E14,1.600059185824703E15,2.1870053E7,No Label
192.168.0.104-52.22.132.36-50456-443-6,192.168.0.104,50456,52.22.132.36,443,6,14/09/2020 10:38:29 AM,163758,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.213143785341785,163758.0,0.0,163758.0,163758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.1065718926708925,6.1065718926708925,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,110,0,32,0,0,0,0,0,0,0,0,No Label
52.114.16.77-192.168.0.104-443-50816-6,52.114.16.77,443,192.168.0.104,50816,6,14/09/2020 10:36:25 AM,118913964,186,237,141055.0,20159.0,5658.0,0.0,758.3602150537636,1080.318533770759,279.0,0.0,85.05907172995776,116.27635791939423,1355.7196697269296,3.5571936698704283,281786.64454976324,1141901.3879038186,1.5923185E7,5.0,1.18913964E8,642778.1837837837,1671879.315897668,1.5968236E7,5.0,1.18803823E8,503406.029661017,1494968.8260006625,1.5923228E7,312.0,1,0,0,0,3732,4816,1.5641560817869968,1.9930375880834315,0.0,5658.0,386.39622641509413,800.9113211138463,641458.9442883265,0,0,0,231,423,0,0,0,1.0,387.30969267139477,758.3602150537635,85.05907172995781,0,0,0,0,10,6784,0,333,0,47,2051,2458,184,20,0,0,0,0,1.6000591401836982E15,3.1242119580160182E7,1.600059204715066E15,1.600059085849858E15,No Label
192.168.0.104-35.224.99.156-42678-80-6,192.168.0.104,42678,35.224.99.156,80,6,14/09/2020 10:38:31 AM,597841,5,3,87.0,148.0,87.0,0.0,17.4,38.90758280849634,148.0,0.0,49.333333333333336,85.44783984006462,393.08110350410897,13.381484374607965,85405.85714285714,143098.213064115,299308.0,107.0,597841.0,149460.25,172228.59662935382,299419.0,269.0,298081.0,149040.5,199789.48549035308,290313.0,7768.0,0,0,0,0,168,104,8.363427734129978,5.018056640477987,0.0,148.0,26.11111111111111,54.01028708599049,2917.1111111111113,1,2,0,2,7,0,0,0,0.0,29.375,17.4,49.333333333333336,0,0,0,0,0,0,0,10,0,18,64240,57,1,32,0,0,0,0,1.6000592120808228E15,208644.07191482818,1.600059212370088E15,1.600059211780198E15,No Label
52.114.7.133-192.168.0.104-443-47060-6,52.114.7.133,443,192.168.0.104,47060,6,14/09/2020 10:36:39 AM,80422997,6,3,1176.0,546.0,490.0,6.0,196.0,215.79249291854433,182.0,182.0,182.0,0.0,21.411785984548676,0.11190828911785021,1.0052874625E7,1.8447043752986453E7,3.9942131E7,8312.0,8.0422997E7,1.60845994E7,2.177719825064366E7,3.9942131E7,171567.0,8.0251227E7,4.01256135E7,17573.724832829266,4.013804E7,4.0113187E7,1,0,0,0,120,60,0.07460552607856681,0.037302763039283406,6.0,490.0,221.2,186.63856931394312,34833.955555555556,0,0,0,6,9,0,0,0,0.0,245.77777777777777,196.0,182.0,0,0,0,0,0,0,0,130,0,60,2051,501,5,20,0,0,0,0,1.6000591394736565E15,3.268155607925263E7,1.600059179659255E15,1.60005909943527E15,No Label
192.168.0.104-52.109.124.62-33170-443-6,192.168.0.104,33170,52.109.124.62,443,6,14/09/2020 10:36:45 AM,119994967,312,328,93756.0,1077497.0,1400.0,0.0,300.4999999999998,527.199023414677,21000.0,0.0,3285.051829268291,3994.3936927699897,9760.851053027916,5.3335570316045,187785.55086071967,1827105.958726375,2.4932265E7,1.0,1.19994967E8,385835.9067524115,2606519.844581872,2.4932265E7,2.0,9.4994107E7,290501.85626911325,2159529.3057438126,2.5009002E7,1.0,1,0,0,0,10160,10496,2.600109052907194,2.7334479786973063,0.0,21000.0,1827.3432137285504,3243.064558719156,1.0517467732020276E7,0,0,0,226,640,0,0,0,1.0,1830.1984375,300.5,3285.0518292682927,0,0,0,0,43,128971,0,146,0,1683,2833,1023,112,32,0,0,0,0,1.6000591624846895E15,1.8706302222589035E7,1.600059225168416E15,1.600059105173534E15,No Label
192.168.0.104-35.190.94.55-32888-443-6,192.168.0.104,32888,35.190.94.55,443,6,14/09/2020 10:37:02 AM,103020032,3,5,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,11.2,25.043961347997644,0.5435836012941638,0.07765480018488055,1.4717147428571427E7,2.1719137910389792E7,4.6950723E7,27.0,9.2123995E7,4.60619975E7,1377444.7168581758,4.7035998E7,4.5087997E7,1.02934757E8,2.573368925E7,2.3897893715155225E7,4.703613E7,27.0,0,0,0,0,96,160,0.029120550069330207,0.04853425011555034,0.0,56.0,6.222222222222222,18.666666666666668,348.44444444444446,1,0,0,1,8,0,0,0,1.0,7.0,0.0,11.2,0,0,0,0,0,0,0,0,0,7,501,275,0,32,0,0,0,0,1.6000591802529975E15,4.11108712953956E7,1.600059225326952E15,1.600059122563399E15,No Label
127.0.0.1-127.0.0.1-60819-60819-17,127.0.0.1,60819,127.0.0.1,60819,17,14/09/2020 10:36:51 AM,113764346,13,0,3864.0,0.0,936.0,24.0,297.23076923076917,338.59074456885605,0,0,0,0,33.964947154884534,0.11427130253972541,9480362.166666666,2.2170876436304834E7,6.0032774E7,13.0,1.13764346E8,9480362.166666666,2.2170876436304834E7,6.0032774E7,13.0,0,0,0,0,0,0,0,0,0,104,0,0.11427130253972541,0.0,24.0,936.0,278.2857142857143,332.9410732273179,110849.75824175823,0,0,0,0,0,0,0,0,0.0,299.6923076923077,297.2307692307692,0.0,0,0,0,0,6,74232,1,297,0,0,0,0,12,8,0,0,0,0,1.600059149015064E15,3.922654366445059E7,1.600059225123786E15,1.600059111360743E15,No Label
192.168.0.104-13.107.3.128-33600-443-6,192.168.0.104,33600,13.107.3.128,443,6,14/09/2020 10:36:46 AM,91638482,11,12,1100.0,8124.0,517.0,0.0,100.0,182.6105144836956,6813.0,0.0,677.0,1947.9285501176978,100.65640327826469,0.2509862614267225,4165385.545454545,1.338471190553404E7,4.6029867E7,57.0,9.1549071E7,9154907.1,1.920955298944879E7,4.6107168E7,509.0,9.154407E7,8322188.181818181,1.8434911315083932E7,4.6121012E7,57.0,0,0,0,0,240,252,0.12003690763886726,0.1309493537878552,0.0,6813.0,384.3333333333332,1385.2798388354815,1919000.2318840574,0,2,0,9,22,0,0,0,1.0,401.04347826086956,100.0,677.0,0,0,0,0,13,27780,0,47,0,353,64240,1021,4,20,0,0,0,0,1.6000591156088515E15,2.3434308027499676E7,1.600059198045586E15,1.600059106587804E15,No Label
192.168.0.104-204.79.197.254-42668-443-6,192.168.0.104,42668,204.79.197.254,443,6,14/09/2020 10:36:47 AM,92344048,43,47,1422.0,111092.0,517.0,0.0,33.06976744186048,94.39365277007752,8472.0,0.0,2363.659574468085,2648.3596750720326,1218.4217871843782,0.9746161441828931,1037573.573033708,6761083.740748389,4.5748786E7,10.0,9.2246075E7,2196335.1190476194,9781916.65634472,4.58279E7,33.0,9.2264433E7,2005748.5434782607,9368493.15641053,4.5846759E7,10.0,0,0,0,0,1040,952,0.46564993555404893,0.5089662086288441,0.0,8472.0,1236.4175824175825,2227.41964846189,4961398.290354091,0,2,0,31,89,0,0,0,1.0,1250.1555555555556,33.06976744186046,2363.659574468085,0,0,0,0,52,84300,0,15,0,1234,64240,2051,8,20,0,0,0,0,1.600059110885137E15,1.1806423272915706E7,1.60005920007364E15,1.600059107906815E15,No Label
192.168.0.104-52.98.68.178-59282-443-6,192.168.0.104,59282,52.98.68.178,443,6,14/09/2020 10:36:47 AM,91187550,14,11,1218.0,5399.0,517.0,0.0,87.0,167.6736757468552,3025.0,0.0,490.81818181818176,938.158176234884,72.56473060192975,0.27416023349678764,3799481.25,1.2710118898557385E7,4.5127933E7,33.0,9.103001E7,7002308.461538462,1.6927050975379106E7,4.5156075E7,92.0,9.1035019E7,9103501.899999999,1.904674491617088E7,4.5321878E7,66.0,0,0,0,0,300,232,0.1535297307582011,0.12063050273858657,0.0,3025.0,254.5,639.9613269565591,409550.5,0,2,0,10,24,0,0,0,0.0,264.68,87.0,490.8181818181818,0,0,0,0,13,11993,0,48,0,215,64240,2047,5,20,0,0,0,0,1.6000591155027368E15,2.2259104324454717E7,1.600059198048823E15,1.600059107170974E15,No Label
192.168.0.104-13.107.6.163-47680-443-6,192.168.0.104,47680,13.107.6.163,443,6,14/09/2020 10:36:49 AM,90518206,13,12,2225.0,7071.0,1412.0,0.0,171.15384615384616,399.6481465309717,3510.0,0.0,589.25,1217.9052900182942,102.69757224309107,0.2761875329256967,3771591.9166666665,1.2699124126904057E7,4.5003671E7,11.0,9.0437303E7,7536441.916666666,1.753733256601877E7,4.508392E7,11.0,9.0439181E7,8221743.727272727,1.822534950729372E7,4.508551E7,54.0,0,0,0,0,280,252,0.14361751712136228,0.13257001580433442,0.0,3510.0,357.53846153846155,882.1921890730717,778263.0584615384,0,2,0,9,24,0,0,0,0.0,371.84,171.15384615384616,589.25,0,0,0,0,14,34395,0,89,0,282,64240,1025,5,20,0,0,0,0,1.6000591178391372E15,2.214921629011524E7,1.600059200134887E15,1.600059109779523E15,No Label
192.168.0.104-13.107.18.254-40038-443-6,192.168.0.104,40038,13.107.18.254,443,6,14/09/2020 10:36:48 AM,91949821,43,50,1424.0,111090.0,517.0,0.0,33.116279069767444,101.35750243623184,8472.0,0.0,2221.7999999999997,2263.207187932692,1223.6456664771538,1.0114212185361404,999454.5760869564,6621353.5630879905,4.5342193E7,6.0,9.1869172E7,2187361.238095238,9737110.832922682,4.5342193E7,17.0,9.1873289E7,1874965.0816326533,9040845.322096089,4.5416287E7,8.0,0,0,0,0,1088,1012,0.46764636986079616,0.5437748486753443,0.0,8472.0,1196.9574468085102,1977.3098968743573,3909754.4282772816,0,2,0,29,92,0,0,0,1.0,1209.8279569892472,33.116279069767444,2221.8,0,0,0,0,54,81866,0,15,0,1194,64240,1025,7,20,0,0,0,0,1.6000591113023402E15,1.1598998852101265E7,1.600059200098645E15,1.600059108303598E15,No Label
192.168.0.104-52.114.12.235-35804-443-6,192.168.0.104,35804,52.114.12.235,443,6,14/09/2020 10:36:31 AM,104466112,5,4,168.0,62.0,168.0,0.0,33.6,75.13188404399294,44.0,6.0,15.5,19.0,2.2016709112329176,0.08615234000476633,1.3058264E7,2.0594002208875824E7,4.625702E7,46313.0,1.04383952E8,2.6095988E7,2.3225054526271854E7,4.6336039E7,121694.0,1.04389376E8,3.4796458666666664E7,1.8991843261817567E7,4.633918E7,1.28769E7,0,0,0,0,100,80,0.04786241111375907,0.03828992889100726,0.0,168.0,23.000000000000004,52.68143252924444,2775.333333333334,0,0,0,2,9,0,0,0,0.0,25.555555555555557,33.6,15.5,0,0,0,0,0,0,0,18,0,6,501,2048,1,20,0,0,0,0,1.6000591287363745E15,3.767401845508093E7,1.600059195973765E15,1.600059091820949E15,No Label
